journal_name,short_name,dict,if2023,if5year,jcr,rank,cas
Statistica,STATISTICA,STATISTICS & PROBABILITY,1.6,1.7,Q1,38/168,4
STATISTICA NEERLANDICA,STAT NEERL,STATISTICS & PROBABILITY,1.4,1.3,Q2,53/168,4
STATISTICA SINICA,STAT SINICA,STATISTICS & PROBABILITY,1.5,1.5,Q2,43/168,3
Statistical Analysis and Data Mining,STAT ANAL DATA MIN,STATISTICS & PROBABILITY,2.1,1.8,Q1,26/168,4
Statistical Applications in Genetics and Molecular Biology,STAT APPL GENET MOL,STATISTICS & PROBABILITY,0.8,0.7,Q3,109/168,4
Statistical Inference for Stochastic Processes,STAT INFER STOCH PRO,STATISTICS & PROBABILITY,0.7,0.8,Q3,126/168,4
Statistical Methods and Applications,STAT METHOD APPL-GER,STATISTICS & PROBABILITY,1.1,0.9,Q3,85/168,4
STATISTICAL METHODS IN MEDICAL RESEARCH,STAT METHODS MED RES,STATISTICS & PROBABILITY,1.6,3,Q1,38/168,3
STATISTICAL MODELLING,STAT MODEL,STATISTICS & PROBABILITY,1.2,1.6,Q2,74/168,4
STATISTICAL PAPERS,STAT PAP,STATISTICS & PROBABILITY,1.2,1.2,Q2,74/168,3
STATISTICAL SCIENCE,STAT SCI,STATISTICS & PROBABILITY,3.9,4.7,Q1,8/168,1
Statistical Theory and Related Fields,STATIST THEOR RELAT,STATISTICS & PROBABILITY,0.7,N/A,Q3,126/168,4
STATISTICS,STATISTICS-ABINGDON,STATISTICS & PROBABILITY,1.2,1.3,Q2,74/168,4
STATISTICS & PROBABILITY LETTERS,STAT PROBABIL LETT,STATISTICS & PROBABILITY,0.9,0.8,Q3,102/168,4
Statistics & Risk Modeling,STATIST RISK MODEL,STATISTICS & PROBABILITY,1.3,0.8,Q2,65/168,4
Statistics and Applications,STAT APPL,STATISTICS & PROBABILITY,0.3,0.4,Q4,162/168,4
STATISTICS AND COMPUTING,STAT COMPUT,STATISTICS & PROBABILITY,1.6,2,Q1,38/168,2
Statistics and Its Interface,STAT INTERFACE,"MATHEMATICS, INTERDISCIPLINARY APPLICATIONS",0.3,0.4,Q4,128/135,4
Statistics and Public Policy,STAT PUBLIC POLICY,"SOCIAL SCIENCES, MATHEMATICAL METHODS",1.5,1.8,Q2,31/67,4
Statistics in Biopharmaceutical Research,STAT BIOPHARM RES,STATISTICS & PROBABILITY,1.5,1.5,Q2,43/168,4
Statistics in Biosciences,STAT BIOSCI,MATHEMATICAL & COMPUTATIONAL BIOLOGY,0.8,1.2,Q4,60/65,4
STATISTICS IN MEDICINE,STAT MED,STATISTICS & PROBABILITY,1.8,2.6,Q1,32/168,3
Statistics Surveys,STAT SURV,STATISTICS & PROBABILITY,11,7.4,Q1,1/168,2
Statistika-Statistics and Economy Journal,STATISTIKA,ECONOMICS,0.3,0.2,Q4,539/597,4
Stats,STATS-BASEL,STATISTICS & PROBABILITY,0.9,1,Q3,102/168,4
Statute Law Review,STATUTE LAW REV,LAW,0.3,0.4,Q3,267/421,4
STEEL AND COMPOSITE STRUCTURES,STEEL COMPOS STRUCT,"MATERIALS SCIENCE, COMPOSITES",4,3.6,Q2,12/35,3
Steel Construction-Design and Research,STEEL CONSTR-DES RES,CONSTRUCTION & BUILDING TECHNOLOGY,1.2,1.3,Q3,64/91,4
STEEL RESEARCH INTERNATIONAL,STEEL RES INT,METALLURGY & METALLURGICAL ENGINEERING,1.9,2.3,Q2,37/90,3
Steinbeck Review,STEINBECK REV,"LITERATURE, AMERICAN",0.1,0.1,N/A,N/A,4
Stellenbosch Papers in Linguistics Plus-SPiL Plus,STELL PAP LING PLUS,LINGUISTICS,0.4,0.3,Q4,226/297,3
Stellenbosch Theological Journal,STELLENBOSCH THEOL J,RELIGION,0.2,0.2,N/A,N/A,4
Stem Cell Reports,STEM CELL REP,CELL BIOLOGY,5.9,5.9,Q2,54/205,1
Stem Cell Research,STEM CELL RES,CELL BIOLOGY,0.8,1.1,Q4,200/205,4
Stem Cell Research & Therapy,STEM CELL RES THER,"MEDICINE, RESEARCH & EXPERIMENTAL",7.1,7.9,Q1,20/189,2
Stem Cell Reviews and Reports,STEM CELL REV REP,"MEDICINE, RESEARCH & EXPERIMENTAL",4.5,4.7,Q2,52/189,3
STEM CELLS,STEM CELLS,ONCOLOGY,4,4.9,Q2,95/322,3
Stem Cells and Cloning-Advances and Applications,STEM CELLS CLONING,CELL BIOLOGY,1.7,2.7,Q4,182/205,4
STEM CELLS AND DEVELOPMENT,STEM CELLS DEV,TRANSPLANTATION,2.5,4.4,Q2,14/31,4
Stem Cells International,STEM CELLS INT,CELL & TISSUE ENGINEERING,3.8,4.3,Q2,14/31,4
Stem Cells Translational Medicine,STEM CELL TRANSL MED,CELL & TISSUE ENGINEERING,5.4,6.1,Q1,N/A,2
STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,SURGERY,1.9,1.7,Q2,117/290,4
STEROIDS,STEROIDS,ENDOCRINOLOGY & METABOLISM,2.1,2.4,Q3,129/186,4
Stigma and Health,STIGMA HEALTH,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",2.7,N/A,Q2,136/403,3
Stilistica e Metrica Italiana,STILISTICA METR ITAL,LANGUAGE & LINGUISTICS,0.2,0.2,N/A,N/A,3
Stoa,STOA,PHILOSOPHY,0.1,0.1,N/A,N/A,4
STOCHASTIC ANALYSIS AND APPLICATIONS,STOCH ANAL APPL,STATISTICS & PROBABILITY,0.8,1.2,Q3,109/168,4
STOCHASTIC ENVIRONMENTAL RESEARCH AND RISK ASSESSMENT,STOCH ENV RES RISK A,WATER RESOURCES,3.9,3.6,Q1,28/127,3
STOCHASTIC MODELS,STOCH MODELS,STATISTICS & PROBABILITY,0.5,0.5,Q4,153/168,4
STOCHASTIC PROCESSES AND THEIR APPLICATIONS,STOCH PROC APPL,STATISTICS & PROBABILITY,1.1,1.4,Q3,85/168,3
Stochastics and Dynamics,STOCH DYNAM,STATISTICS & PROBABILITY,0.8,1.1,Q3,109/168,4
Stochastics and Partial Differential Equations-Analysis and Computations,STOCH PARTIAL DIFFER,STATISTICS & PROBABILITY,1.4,1.6,Q2,53/168,2
Stochastics-An International Journal of Probability and Stochastic Processes,STOCHASTICS,STATISTICS & PROBABILITY,0.8,0.9,Q3,109/168,4
Storia del Pensiero Politico,STOR PENSIERO POLIT,POLITICAL SCIENCE,<0.1,0.1,Q4,311/317,4
STORIA DELL ARTE,STORIA ARTE,ART,<0.1,<0.1,N/A,N/A,3
Storia delle Donne,STOR DONNE,WOMENS STUDIES,<0.1,0.1,Q4,64/66,4
Storica,STORICA,HISTORY,0.1,0.1,Q3,327/518,4
Storinky Istoriyi-History Pages,STORINKY ISTORIYI,HISTORY,0.1,0.1,Q3,327/518,4
Strabismus,STRABISMUS,OPHTHALMOLOGY,0.8,1.2,Q4,80/95,4
STRAHLENTHERAPIE UND ONKOLOGIE,STRAHLENTHER ONKOL,"RADIOLOGY, NUCLEAR MEDICINE & MEDICAL IMAGING",2.7,2.8,Q2,68/204,3
STRAIN,STRAIN,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",1.8,2,Q2,19/38,4
Strategic Analysis,STRATEG ANAL,INTERNATIONAL RELATIONS,0.7,0.9,Q3,112/165,4
Strategic Change-Briefings in Entrepreneurial Finance,STRATEG CHANG,"BUSINESS, FINANCE",3.6,2.9,Q1,42/231,4
Strategic Entrepreneurship Journal,STRATEG ENTREP J,MANAGEMENT,5.4,11,Q1,73/401,2
Strategic Management,STRATEG MANAG,MANAGEMENT,2,2.4,Q3,242/401,4
STRATEGIC MANAGEMENT JOURNAL,STRATEGIC MANAGE J,MANAGEMENT,6.5,12,Q1,55/401,1
Strategic Organization,STRATEG ORGAN,MANAGEMENT,5.2,6.3,Q1,77/401,3
Strategic Review for Southern Africa,STRATEG REV SOUTH AF,POLITICAL SCIENCE,0.3,0.5,Q4,264/317,4
Strategies for Policy in Science and Education-Strategii na Obrazovatelnata i Nauchnata Politika,STRATEG POLICY SCI E,EDUCATION & EDUCATIONAL RESEARCH,0.4,0.3,Q4,606/756,4
Strategies in Trauma and Limb Reconstruction,STRATEG TRAUMA LIMB,ORTHOPEDICS,1,1.1,Q3,101/136,4
Strategy Science,STRATEG SCI,MANAGEMENT,2.9,3.9,Q2,185/401,4
Stratigraphy,STRATIGRAPHY,PALEONTOLOGY,0.9,0.8,Q4,45/56,4
STRATIGRAPHY AND GEOLOGICAL CORRELATION,STRATIGR GEO CORREL+,PALEONTOLOGY,1,1.1,Q4,43/56,4
Stratum Plus,STRATUM PLUS,ARCHAEOLOGY,0.2,0.3,N/A,N/A,4
Strenae-Recherches sur les Livres et les Objets Culturels de L Enfance,STRENAE,"HUMANITIES, MULTIDISCIPLINARY",0.1,0.1,N/A,N/A,4
STRENGTH AND CONDITIONING JOURNAL,STRENGTH COND J,SPORT SCIENCES,2.2,2.7,Q2,45/127,4
Strength Fracture and Complexity,STRENGTH FRACT COMP,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",0.4,0.4,Q4,34/38,4
STRENGTH OF MATERIALS,STRENGTH MATER+,"MATERIALS SCIENCE, CHARACTERIZATION & TESTING",0.7,0.7,Q4,32/38,4
STRESS AND HEALTH,STRESS HEALTH,"PSYCHOLOGY, APPLIED",3,3.9,Q2,39/113,2
STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS,STRESS,NEUROSCIENCES,2.6,3.4,Q3,176/310,4
STROJNISKI VESTNIK-JOURNAL OF MECHANICAL ENGINEERING,STROJ VESTN-J MECH E,"ENGINEERING, MECHANICAL",1.2,1.3,Q3,134/180,4
STROKE,STROKE,PERIPHERAL VASCULAR DISEASE,7.8,8.2,Q1,4/96,1
Stroke and Vascular Neurology,STROKE VASC NEUROL,CLINICAL NEUROLOGY,4.4,6,Q1,45/277,2
Stroke Research and Treatment,STROKE RES TREAT,PERIPHERAL VASCULAR DISEASE,1.8,4.4,Q3,62/96,4
Stroke-Vascular and Interventional Neurology,STROKE-VASC INTERV N,PERIPHERAL VASCULAR DISEASE,2.1,2.1,Q3,51/96,4
STRUCTURAL AND MULTIDISCIPLINARY OPTIMIZATION,STRUCT MULTIDISCIP O,MECHANICS,3.6,4.1,Q1,34/170,3
Structural Change and Economic Dynamics,STRUCT CHANGE ECON D,ECONOMICS,5,5.3,Q1,53/597,2
STRUCTURAL CHEMISTRY,STRUCT CHEM,CRYSTALLOGRAPHY,2.1,1.6,Q2,13/33,4
Structural Concrete,STRUCT CONCRETE,"ENGINEERING, CIVIL",3,3.2,Q2,55/181,3
Structural Control & Health Monitoring,STRUCT CONTROL HLTH,INSTRUMENTS & INSTRUMENTATION,4.6,5.5,Q1,14/76,2
STRUCTURAL DESIGN OF TALL AND SPECIAL BUILDINGS,STRUCT DES TALL SPEC,"ENGINEERING, CIVIL",1.8,2.5,Q3,95/181,4
Structural Dynamics-US,STRUCT DYNAM-US,"PHYSICS, ATOMIC, MOLECULAR & CHEMICAL",2.3,2.8,Q2,16/40,3
STRUCTURAL ENGINEERING AND MECHANICS,STRUCT ENG MECH,"ENGINEERING, MECHANICAL",2.2,2,Q2,75/180,4
Structural Engineering International,STRUCT ENG INT,"ENGINEERING, CIVIL",1.1,1.2,Q3,132/181,4
STRUCTURAL EQUATION MODELING-A MULTIDISCIPLINARY JOURNAL,STRUCT EQU MODELING,"SOCIAL SCIENCES, MATHEMATICAL METHODS",2.5,5.9,Q1,14/67,3
STRUCTURAL HEALTH MONITORING-AN INTERNATIONAL JOURNAL,STRUCT HEALTH MONIT,INSTRUMENTS & INSTRUMENTATION,5.7,6.8,Q1,8/76,2
Structural Heart-The Journal of the Heart Team,STRUCT HEART,CARDIAC & CARDIOVASCULAR SYSTEMS,1.4,1.2,Q3,150/220,4
Structural Integrity and Life-Integritet I Vek Konstrukcija,STRUCT INTEGR LIFE,"ENGINEERING, MULTIDISCIPLINARY",0.9,0.8,Q3,111/179,4
"Structural Monitoring and Maintenance, An International Journal",STRUCT MONIT MAINT,"ENGINEERING, CIVIL",1.5,1.3,Q3,115/181,4
STRUCTURAL SAFETY,STRUCT SAF,"ENGINEERING, CIVIL",5.7,5.9,Q1,16/181,2
STRUCTURE,STRUCTURE,CELL BIOLOGY,4.4,4.3,Q2,77/205,2
Structure and Infrastructure Engineering,STRUCT INFRASTRUCT E,"ENGINEERING, MECHANICAL",2.6,3.7,Q2,63/180,3
Structures,STRUCTURES,"ENGINEERING, CIVIL",3.9,3.9,Q1,35/181,2
STRUMENTI CRITICI,STRUM CRIT,LITERARY THEORY & CRITICISM,0.1,0.1,N/A,N/A,3
Student Success,STUD SUCCESS,EDUCATION & EDUCATIONAL RESEARCH,0.8,1.4,Q3,488/756,4
STUDI E PROBLEMI DI CRITICA TESTUALE,STUD PROBL CRIT TEST,"LITERATURE, ROMANCE",0.1,<0.1,N/A,N/A,4
Studi e Saggi Linguistici,STUD SAGGI LINGUIST,LINGUISTICS,0.2,0.4,Q4,254/297,4
STUDI FRANCESI,STUD FRANCESI,"LITERATURE, ROMANCE",<0.1,0.1,N/A,N/A,4
Studi irlandesi-A Journal of Irish Studies,STUDI IRL,AREA STUDIES,0.2,0.2,Q4,138/176,4
Studi Kantiani,STUD KANTIANI,PHILOSOPHY,0.5,0.3,N/A,N/A,4
STUDI MEDIEVALI,STUD MEDIEV,MEDIEVAL & RENAISSANCE STUDIES,<0.1,0.1,N/A,N/A,4
Studi Musicali-Nuova Serie,STUD MUSIC,MUSIC,<0.1,<0.1,N/A,N/A,3
Studi Pasoliniani-Rivista Internazionale,STUDI PASOLINIANI,"LITERATURE, ROMANCE",0.2,N/A,N/A,N/A,3
STUDI PIEMONTESI,STUD PIEMONTESI,"HUMANITIES, MULTIDISCIPLINARY",<0.1,<0.1,N/A,N/A,4
STUDI SECENTESCHI,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Studi Slavistici,STUDI SLAVISTICI,"HUMANITIES, MULTIDISCIPLINARY",<0.1,0.1,N/A,N/A,4
STUDI STORICI,STUD STORICI,HISTORY,0.3,0.2,Q2,165/518,4
Studia Aurea-Revista de Literatura Espanola y Teoria Literaria del Renacimiento y Siglo de Oro,STUD AUREA,"LITERATURE, ROMANCE",0.4,0.3,N/A,N/A,3
Studia Austriaca,STUD AUSTRIACA,"HUMANITIES, MULTIDISCIPLINARY",<0.1,<0.1,N/A,N/A,4
Studia Canonica,STUD CANONICA,RELIGION,<0.1,<0.1,N/A,N/A,4
Studia Ceranea,STUD CERANEA,"HUMANITIES, MULTIDISCIPLINARY",0.1,0.1,N/A,N/A,4
Studia et Documenta,STUD DOC,RELIGION,0.1,0.1,N/A,N/A,3
Studia Ethnologica Croatica,STUD ETHNOL CROAT,ANTHROPOLOGY,0.3,0.2,Q4,110/139,4
Studia Europejskie-Studies in European Affairs,STUD EUROPEJSKIE,POLITICAL SCIENCE,0.3,N/A,Q4,264/317,4
STUDIA GEOPHYSICA ET GEODAETICA,STUD GEOPHYS GEOD,GEOCHEMISTRY & GEOPHYSICS,0.5,1,Q4,95/101,4
Studia Geotechnica et Mechanica,STUD GEOTECH MECH,MECHANICS,0.7,1,Q4,151/170,4
Studia Historiae Oeconomicae,STUD HIST OECON,HISTORY OF SOCIAL SCIENCES,0.1,N/A,Q4,42/42,4
Studia Historica-Historia Antigua,STUD HIST-HIST ANTIG,HISTORY,0.1,0.3,Q3,327/518,4
Studia Historica-Historia Medieval,STUD HIST-HIST MEDIE,MEDIEVAL & RENAISSANCE STUDIES,0.4,0.4,N/A,N/A,4
Studia Historica-Historia Moderna,STUD HIST-HIST MOD,HISTORY,0.3,0.3,Q2,165/518,4
Studia Islamika,STUD ISLAM,RELIGION,0.3,0.4,N/A,N/A,4
STUDIA LEIBNITIANA,N/A,N/A,N/A,N/A,N/A,N/A,N/A
STUDIA LINGUISTICA,STUD LINGUISTICA,LANGUAGE & LINGUISTICS,0.4,0.6,N/A,N/A,3
Studia Litterarum,STUD LITTERARUM-RUSS,LITERATURE,0.2,0.1,N/A,N/A,3
Studia Logica,STUD LOGICA,PHILOSOPHY,0.6,0.7,N/A,N/A,3
STUDIA MATHEMATICA,STUD MATH,MATHEMATICS,0.7,0.8,Q2,217/489,4
Studia Metrica et Poetica,STUD METR POETICA,LANGUAGE & LINGUISTICS,0.4,0.5,N/A,N/A,2
STUDIA MONASTICA,STUD MONASTICA,RELIGION,<0.1,<0.1,N/A,N/A,4
Studia Musicologica,STUD MUSICOL,MUSIC,0.1,0.1,N/A,N/A,3
Studia Neoaristotelica-A Journal of Analytical Scholasticism,STUD NEOARISTOTELICA,PHILOSOPHY,<0.1,<0.1,N/A,N/A,4
STUDIA NEOPHILOLOGICA,STUD NEOPHILOL,LITERATURE,0.2,0.3,N/A,N/A,4
Studia Phaenomenologica,STUD PHAENOMENOL,PHILOSOPHY,0.3,0.2,N/A,N/A,3
Studia Philosophica Kantiana,STUD PHILOS KANTIANA,PHILOSOPHY,0.6,0.3,N/A,N/A,4
Studia Prawnicze KUL,STUD PRAWNICZE KUL,LAW,0.1,N/A,Q4,365/421,4
STUDIA PSYCHOLOGICA,STUD PSYCHOL,"PSYCHOLOGY, MULTIDISCIPLINARY",1.1,1.3,Q3,132/218,4
Studia Quaternaria,STUD QUAT,"GEOSCIENCES, MULTIDISCIPLINARY",0.6,0.8,Q4,225/253,4
STUDIA ROSENTHALIANA,STUD ROSENTHALIANA,"HUMANITIES, MULTIDISCIPLINARY",0.1,0.3,N/A,N/A,4
STUDIA SCIENTIARUM MATHEMATICARUM HUNGARICA,STUD SCI MATH HUNG,MATHEMATICS,0.4,0.5,Q4,379/489,4
Studia Semiotyczne,STUDIA SEMIOTYCZNE,PHILOSOPHY,0.1,N/A,N/A,N/A,4
Studia Slavica et Balcanica Petropolitana,STUD SLAV BALC PETRO,HISTORY,<0.1,0.1,Q4,450/518,4
Studia Theodisca,STUD THEODISCA,"LITERATURE, GERMAN, DUTCH, SCANDINAVIAN",0.1,0.1,N/A,N/A,4
Studia Theologica-Czech Republic,STUDIA THEOL-CZECH R,RELIGION,0.3,0.1,N/A,N/A,4
Studia Theologica-Nordic Journal of Theology,STUD THEOL,RELIGION,0.3,0.2,N/A,N/A,4
Studia Universitatis Babes-Bolyai Chemia,STUD U BABES-BOL CHE,"CHEMISTRY, MULTIDISCIPLINARY",0.5,0.5,Q4,206/230,4
Studia Universitatis Babes-Bolyai Mathematica,STUD U BABES-BOL MAT,MATHEMATICS,0.3,0.4,Q4,431/489,4
Studia Universitatis Babes-Bolyai Musica,STUD U BABES-BOL MUS,MUSIC,<0.1,0.1,N/A,N/A,4
Studia Universitatis Babes-Bolyai Philologia,ST U BABE-BOL PHILOL,LITERATURE,<0.1,<0.1,N/A,N/A,4
Studia Universitatis Babes-Bolyai Philosophia,ST U BABE-BOL PHILOS,PHILOSOPHY,0.1,0.1,N/A,N/A,4
Studia Universitatis Vasile Goldis Arad Seria Stiinte Economice,STUD U VASILE GOL EC,ECONOMICS,0.6,0.6,Q4,466/597,4
Studia Warminskie,STUD WARM,"HUMANITIES, MULTIDISCIPLINARY",0.2,0.1,N/A,N/A,4
Studia z Filologii Polskiej i Slowianskiej,STUD FILOL POLSK SLO,LANGUAGE & LINGUISTICS,0.1,<0.1,N/A,N/A,4
Studien zur Deutschen Sprache und Literatur-Alman Dili ve Edebiyati Dergisi,STUD DTSCH SPRACHE L,LINGUISTICS,<0.1,<0.1,Q4,294/297,4
Studies in Agricultural Economics,STUD AGRIC ECON,AGRICULTURAL ECONOMICS & POLICY,0.9,1,Q4,30/39,4
STUDIES IN AMERICAN FICTION,STUD AM FICTION,"LITERATURE, AMERICAN",0.1,0.2,N/A,N/A,3
Studies in American Humor,STUD AM HUMOR,"HUMANITIES, MULTIDISCIPLINARY",0.9,0.7,N/A,N/A,3
Studies in American Indian Literatures,STUD AM INDIAN LIT,"LITERATURE, AMERICAN",0.2,0.2,N/A,N/A,4
Studies in American Jewish Literature,STUD AM JEW LIT,"LITERATURE, AMERICAN",<0.1,0.4,N/A,N/A,4
STUDIES IN AMERICAN POLITICAL DEVELOPMENT,STUD AM POLIT DEV,POLITICAL SCIENCE,0.5,1.2,Q4,242/317,4
STUDIES IN APPLIED MATHEMATICS,STUD APPL MATH,"MATHEMATICS, APPLIED",2.6,2.6,Q1,28/331,2
Studies in Art Education,STUD ART EDUC,EDUCATION & EDUCATIONAL RESEARCH,0.6,0.7,Q3,555/756,4
Studies in Australasian Cinema,STUD AUSTRALAS CINE,"FILM, RADIO, TELEVISION",0.4,0.3,N/A,N/A,1
Studies in Business and Economics,STUD BUS ECON-ROM,ECONOMICS,0.7,0.7,Q3,446/597,4
STUDIES IN CANADIAN LITERATURE-ETUDES EN LITTERATURE CANADIENNE,STUD CAN LIT,"LITERATURE, AFRICAN, AUSTRALIAN, CANADIAN",0.1,0.2,N/A,N/A,4
Studies in Chinese Religions,STUD CHINESE RELIG,RELIGION,0.3,0.2,N/A,N/A,3
Studies in Christian Ethics,STUD CHRIST ETHICS,RELIGION,0.3,0.4,N/A,N/A,3
Studies in Comics,STUD COMICS,"HUMANITIES, MULTIDISCIPLINARY",<0.1,0.2,N/A,N/A,4
STUDIES IN COMPARATIVE INTERNATIONAL DEVELOPMENT,STUD COMP INT DEV,POLITICAL SCIENCE,1.8,2.6,Q2,110/317,3
Studies in Conflict & Terrorism,STUD CONFL TERROR,POLITICAL SCIENCE,1.2,1.7,Q3,164/317,3
STUDIES IN CONSERVATION,STUD CONSERV,SPECTROSCOPY,0.8,0.9,Q4,35/44,3
Studies in Continuing Education,STUD CONTIN EDUC,EDUCATION & EDUCATIONAL RESEARCH,1.9,1.8,Q2,212/756,3
Studies in Documentary Film,STUD DOC FILM,"FILM, RADIO, TELEVISION",0.5,0.8,N/A,N/A,1
STUDIES IN EAST EUROPEAN THOUGHT,STUD E EUR THOUGHT,PHILOSOPHY,0.3,0.3,N/A,N/A,3
Studies in Eastern European Cinema,STUD E EURO CINEMA,"FILM, RADIO, TELEVISION",0.3,N/A,N/A,N/A,3
Studies in Economics and Finance,STUD ECON FINANC,"BUSINESS, FINANCE",2.3,1.9,Q2,83/231,4
Studies in Educational Evaluation,STUD EDUC EVAL,"PSYCHOLOGY, EDUCATIONAL",2.6,2.7,Q2,26/74,2
STUDIES IN ENGLISH LITERATURE 1500-1900,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Studies in Ethnicity and Nationalism,STUD ETHN NATL,ETHNIC STUDIES,0.4,1.1,Q4,35/39,4
Studies in European Cinema,STUD EUR CINE,"FILM, RADIO, TELEVISION",0.2,0.3,N/A,N/A,3
STUDIES IN FAMILY PLANNING,STUD FAMILY PLANN,"PUBLIC, ENVIRONMENTAL & OCCUPATIONAL HEALTH",1.9,3.4,Q3,224/403,2
Studies in Graduate and Postdoctoral Education,STUD GRAD POSTDR EDU,EDUCATION & EDUCATIONAL RESEARCH,1.8,1.9,Q2,238/756,3
STUDIES IN HIGHER EDUCATION,STUD HIGH EDUC,EDUCATION & EDUCATIONAL RESEARCH,3.7,4.8,Q1,45/756,2
Studies in History,STUD HIST,HISTORY,0.2,0.4,Q2,234/518,3
STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUD HIST PHILOS SCI,HISTORY & PHILOSOPHY OF SCIENCE,1.4,1.5,Q1,22/104,2
Studies in History and Theory of Architecture-Studii de Istoria si Teoria Arhitecturii,STUD HIST THEOR ARCH,ARCHITECTURE,<0.1,<0.1,N/A,N/A,4
Studies in Indian Politics,STUD INDIAN POLITICS,POLITICAL SCIENCE,0.3,0.6,Q4,264/317,4
Studies in Informatics and Control,STUD INFORM CONTROL,OPERATIONS RESEARCH & MANAGEMENT SCIENCE,1.2,1.1,Q4,88/106,4
STUDIES IN LANGUAGE,STUD LANG,LINGUISTICS,0.5,0.5,Q3,206/297,3
Studies in Language Assessment,STUD LANG ASSESS,LINGUISTICS,0.1,0.1,Q4,278/297,4
STUDIES IN LATIN AMERICAN POPULAR CULTURE,STUD LAT AM POP CULT,"HUMANITIES, MULTIDISCIPLINARY",0.1,0.2,N/A,N/A,3
Studies in Musical Theatre,STUD MUSICAL THEATRE,THEATER,0.2,0.1,N/A,N/A,3
STUDIES IN MYCOLOGY,STUD MYCOL,MYCOLOGY,14.1,17.7,Q1,2/33,1
STUDIES IN NONLINEAR DYNAMICS AND ECONOMETRICS,STUD NONLINEAR DYN E,"SOCIAL SCIENCES, MATHEMATICAL METHODS",0.7,0.7,Q4,57/67,4
Studies in Peoples History,STUD PEOPLES HIST,HISTORY,0.2,0.3,Q2,234/518,4
STUDIES IN PHILOLOGY,STUD PHILOL,LITERATURE,0.2,0.3,N/A,N/A,2
STUDIES IN PHILOSOPHY AND EDUCATION,STUD PHILOS EDUC,PHILOSOPHY,0.9,1.3,N/A,N/A,4
Studies in Psychology,STUD PSYCHOL-MADRID,"PSYCHOLOGY, MULTIDISCIPLINARY",0.8,0.6,Q3,155/218,4
Studies in Psychology-Psikoloji Calismalari Dergisi,STUD PSYCHOL-TURKEY,"PSYCHOLOGY, MULTIDISCIPLINARY",0.2,0.4,Q4,205/218,4
STUDIES IN RELIGION-SCIENCES RELIGIEUSES,STUD RELIG-SCI RELIG,RELIGION,0.3,0.3,N/A,N/A,4
STUDIES IN ROMANTICISM,STUD ROMANTICISM,LITERATURE,0.4,0.4,N/A,N/A,2
Studies in Russian and Soviet Cinema,STUD RUSS SOV CINE,"FILM, RADIO, TELEVISION",0.1,0.2,N/A,N/A,2
Studies in Science Education,STUD SCI EDUC,"EDUCATION, SCIENTIFIC DISCIPLINES",4.7,7.8,Q1,7/85,1
STUDIES IN SECOND LANGUAGE ACQUISITION,STUD SECOND LANG ACQ,LINGUISTICS,4.2,4.9,Q1,6/297,1
Studies in Second Language Learning and Teaching,STUD SECOND LANG LE,LINGUISTICS,3.7,4.7,Q1,10/297,1
Studies in Self-Access Learning Journal,STUD SELF-ACCESS LEA,EDUCATION & EDUCATIONAL RESEARCH,0.4,0.5,Q4,606/756,4
Studies in Social Justice,STUD SOC JUSTICE,POLITICAL SCIENCE,1.4,1.2,Q2,141/317,3
Studies in Spanish & Latin American Cinemas,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Studies in the Education of Adults-NIACE,STUD ED ADULTS-NIACE,EDUCATION & EDUCATIONAL RESEARCH,1.2,1.4,Q2,370/756,4
STUDIES IN THE HISTORY OF GARDENS & DESIGNED LANDSCAPES,STUD HIST GARD DES L,ARCHITECTURE,0.1,0.1,N/A,N/A,3
STUDIES IN THE NOVEL,STUD NOVEL,LITERATURE,0.5,0.5,N/A,N/A,2
Studies in Theatre and Performance,STUD THEATR PERFORM,THEATER,0.3,0.4,N/A,N/A,3
Studies in World Christianity,STUD WORLD CHRIST,RELIGION,0.6,0.4,N/A,N/A,3
STUDIES ON NEOTROPICAL FAUNA AND ENVIRONMENT,STUD NEOTROP FAUNA E,ZOOLOGY,0.8,1,Q3,120/180,4
Studii de Lingvistica,STUD LINGVIST,LANGUAGE & LINGUISTICS,<0.1,0.1,N/A,N/A,4
Studijne Zvesti Archeologickeho Ustavu Slovenskej Akademie Vied,STUD ZVESTI ARCHEOL,ARCHAEOLOGY,0.2,0.2,N/A,N/A,4
Studying Teacher Education,STUD TEACH EDUC,EDUCATION & EDUCATIONAL RESEARCH,1.2,1.5,Q2,370/756,4
STUF-Language Typology and Universals,STUF-LANG TYPOL UNIV,LANGUAGE & LINGUISTICS,0.5,0.5,N/A,N/A,2
STYLE,STYLE,LITERATURE,0.5,0.5,N/A,N/A,2
SU URUNLERI DERGISI,SU URUNLERI DERGISI,FISHERIES,0.4,0.4,Q4,59/62,4
